LINHA;STATUS;NÚMERO PEDIDO;PEDIDO VINCULADO;ORIGEM;LOGIN OPERADORA;CLIENTE;CNPJ;Cidade;Estado;DDD;USUÁRIO PROPRIETÁRIO;USUÁRIO TAGS;USUÁRIO ADM;CONSULTOR ;EQUIPE;ETAPA;DATA CADASTRO;DATA ATUALIZAÇÃO;SOLICITAÇÃO;NEGOCIAÇÃO;NOTAS FISCAIS;REVISÃO;ITEM;TELEFONE;ETAPA ITEM;PORTABILIDADE;PRODUTO;Valor;Quantidade;Data Referencia;Origem;Data InstalaÃ§Ã£o;PerÃ­odo;Cidade InstalaÃ§Ã£o;Estado InstalaÃ§Ã£o;Rpon;InstÃ¢ncia;Tags
Movel Altas - Novo;Executados;1-873191949295;;;;EMBRAF EMPRESA BRASILEIRA DE FUNDACOES LTDA;2,61E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030488721/NF:2374499;;;61999374740;Concluído;;SMCRPMASS15GB;62,99;1;26/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-873191949295;;;;EMBRAF EMPRESA BRASILEIRA DE FUNDACOES LTDA;2,61E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030488721/NF:2374499;;;61999374740;Concluído;;SMCRPMASS15GB;62,99;1;26/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Novo;Executados;1-873191949295;;;;EMBRAF EMPRESA BRASILEIRA DE FUNDACOES LTDA;2,61E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030488721/NF:2374499;;;61999373538;Concluído;;SMCRPMASS100GB;140,49;1;26/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-873191949295;;;;EMBRAF EMPRESA BRASILEIRA DE FUNDACOES LTDA;2,61E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030488721/NF:2374499;;;61999373538;Concluído;;SMCRPMASS100GB;140,49;1;26/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Novo;Executados;1-873191949295;;;;EMBRAF EMPRESA BRASILEIRA DE FUNDACOES LTDA;2,61E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030488721/NF:2374499;;;61999379467;Concluído;;SMCRPMASS15GB;62,99;1;26/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-873191949295;;;;EMBRAF EMPRESA BRASILEIRA DE FUNDACOES LTDA;2,61E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030488721/NF:2374499;;;61999379467;Concluído;;SMCRPMASS15GB;62,99;1;26/01/2024;VIVO-CORP;;;;;;;
Móvel - Migração;Executados;1-871419883632;;42572405;DFP4059-001;GENILDO GUEDES BEZERRA;1,62E+12;TRES LAGOAS;MS;67;THALES HENRIQUE DE CARVALHO PAIVA;;;THALES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;MIGRACAO PADRAO;BASE;OV: /NF:;;;67992961292;Concluído;;SMCRPMASS25GB;66,99;1;09/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-871419883632;;42572405;DFP4059-001;GENILDO GUEDES BEZERRA;1,62E+12;TRES LAGOAS;MS;67;THALES HENRIQUE DE CARVALHO PAIVA;;;THALES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;MIGRACAO PADRAO;BASE;OV: /NF:;;;67996517476;Concluído;;SMCRPMASS25GB;66,99;1;09/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-871419883632;;42572405;DFP4059-001;GENILDO GUEDES BEZERRA;1,62E+12;TRES LAGOAS;MS;67;THALES HENRIQUE DE CARVALHO PAIVA;;;THALES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;MIGRACAO PADRAO;BASE;OV: /NF:;;;67981155409;Concluído;;SMCRPMASS30GB;71,99;1;09/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Movel Altas - Novo;Executados;1-873339903697;;42850726;DFP4059-001;ESCAMAX MANUTENCAO DE EQUIPAMENTOS DE MOBILIDADE LTDA;4,27E+13;SALVADOR;BA;71;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;NOVO;OV: 1030513795/NF:3289158;;;71996918995;Concluído;;SMCRPMASS6GB;47,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-873339903697;;42850726;DFP4059-001;ESCAMAX MANUTENCAO DE EQUIPAMENTOS DE MOBILIDADE LTDA;4,27E+13;SALVADOR;BA;71;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;NOVO;OV: 1030513795/NF:3289158;;;71996918995;Concluído;;SMCRPMASS6GB;47,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Movel Altas - Novo;Executados;1-873339903697;;42850726;DFP4059-001;ESCAMAX MANUTENCAO DE EQUIPAMENTOS DE MOBILIDADE LTDA;4,27E+13;SALVADOR;BA;71;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;NOVO;OV: 1030513795/NF:3289158;;;71999040711;Concluído;;SMCRPMASS6GB;47,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-873339903697;;42850726;DFP4059-001;ESCAMAX MANUTENCAO DE EQUIPAMENTOS DE MOBILIDADE LTDA;4,27E+13;SALVADOR;BA;71;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;NOVO;OV: 1030513795/NF:3289158;;;71999040711;Concluído;;SMCRPMASS6GB;47,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Movel Altas - Novo;Executados;1-873339903697;;42850726;DFP4059-001;ESCAMAX MANUTENCAO DE EQUIPAMENTOS DE MOBILIDADE LTDA;4,27E+13;SALVADOR;BA;71;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;NOVO;OV: 1030513795/NF:3289158;;;71996915941;Concluído;;SMCRPMASS6GB;47,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-873339903697;;42850726;DFP4059-001;ESCAMAX MANUTENCAO DE EQUIPAMENTOS DE MOBILIDADE LTDA;4,27E+13;SALVADOR;BA;71;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;NOVO;OV: 1030513795/NF:3289158;;;71996915941;Concluído;;SMCRPMASS6GB;47,99;1;29/01/2024;VIVO-CORP;;;;;;;#MOVEL
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998003166;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998003166;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996503949;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996503949;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998692147;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998692147;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61999438186;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61999438186;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998659296;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998659296;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998143900;Concluído;14/02/2024;SMCRPMASS100GB;140,49;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998143900;Concluído;14/02/2024;SMCRPMASS100GB;140,49;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998152266;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998152266;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998855422;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998855422;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996708303;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996708303;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996484607;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996484607;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998417378;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998417378;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996704999;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996704999;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996313987;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996313987;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998304866;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998304866;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel - Aparelhos;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998659296;Concluído;;DGAP203P2000_APPLE IPHONE 15 256GB N RS;8001;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996355435;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996355435;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998574754;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998574754;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel - Aparelhos;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61996503949;Concluído;;DGAP203P2000_APPLE IPHONE 15 256GB N RS;8001;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Portabilidade;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998283129;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-872119032166;;;;ADVOCACIA SALES E SALES S/S;3,43E+12;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;PORTADO;BASE;OV: 1030344104/NF:2367702;;;61998283129;Concluído;14/02/2024;SMCRPMASS6GB;47,99;1;16/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Novo;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999895758;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999895758;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Novo;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999898186;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999898186;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Novo;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999898023;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999898023;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Novo;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999894739;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999894739;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Novo;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999892403;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999892403;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Movel Altas - Novo;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999894128;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
Móvel Altas - Totais;Executados;1-871168204964;;;;NUNES E GOMES TELEFONIA LTDA;5,10E+13;GOIANIA;GO;62;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:40;NOVO;BASE;OV: 1030217087/NF:1757695;;;62999894128;Concluído;;SMCRPSSVA3GB;19,99;1;06/01/2024;VIVO-CORP;;;;;;;
